,Last.name..First.name,First.name.Last.name,Title.First.name.Last.name,Last.name,First.name,Middle.name,Title,Nickname,Status,Type,Access.disabled,Kind,Group.name,Members,Participation,Number,Complete.address,Street.1,Street.2,Street.3,City,State,Zip,Country,No.postal.mail,No.email,No.text.message,All.phone.numbers,Home,Ok.to.call,Work,Ok.to.call.1,Cell,Ok.to.call.2,Text,Fax,Ok.to.call.3,Pager,Ok.to.call.4,Other,Ok.to.call.5,Email,Web.site,Life.hours,Life.hours.value,Life.No.Call.No.Show,Life.No.Call.No.Show.value,Life.Call.Email.to.miss.shift,Life.Call.Email.to.miss.shift.value,Life.Absence,Life.Absence.value,YTD.hours,YTD.hour.value,No.Call.No.Show,No.Call.No.Show.value,Call.Email.to.miss.shift,Call.Email.to.miss.shift.value,Absence,Absence.value,MTD.hours,MTD.value,MTD.No.Call.No.Show,MTD.No.Call.No.Show.value,MTD.Call.Email.to.miss.shift,MTD.Call.Email.to.miss.shift.value,MTD.Absence,MTD.Absence.value,Jan.11.to.Dec.11.hours,Jan.11.to.Dec.11.hour.value,Jan.11.to.Dec.11.No.Call.No.Show,Jan.11.to.Dec.11.No.Call.No.Show.value,Jan.11.to.Dec.11.Call.Email.to.miss.shift,Jan.11.to.Dec.11.Call.Email.to.miss.shift.value,Jan.11.to.Dec.11.Absence,Jan.11.to.Dec.11.Absence.value,Jan.10.to.Dec.10.hours,Jan.10.to.Dec.10.hour.value,Jan.10.to.Dec.10.No.Call.No.Show,Jan.10.to.Dec.10.No.Call.No.Show.value,Jan.10.to.Dec.10.Call.Email.to.miss.shift,Jan.10.to.Dec.10.Call.Email.to.miss.shift.value,Jan.10.to.Dec.10.Absence,Jan.10.to.Dec.10.Absence.value,Date.entered,Start.date,Stop.date,Date.archived,Date.of.birth,Birthday,Age,Age.range,Gender,Spare.dropdown.3,Spare.dropdown.4,Spare.dropdown.5,Spare.dropdown.6,Orientation.Date,Spare.field.2,Spare.field.3,Spare.field.4,Spare.field.5,Spare.field.6,Spare.checkbox.1,Spare.checkbox.2,Spare.checkbox.3,Spare.checkbox.4,Spare.checkbox.5,Spare.checkbox.6,Volunteer.Distribution.list,General.Volunteer.emails,Schedule.reminders,My.availability.is,From,to,I.would.like.to.serve.up.to,hours
213,"Kang, Linh",Linh Kang, Linh Kang,Kang,Linh,,,,Active,NA,NA,Individual,NA,NA,NA,6748555,"5155 Bainbridge Court Bloomfield, PA 19079",5155 Bainbridge Court,F8,Upper Darby,Bloomfield,PA,19079,NA,NA,NA,NA,(240) 242-2332 (Home)  (Work)  (Cell),(240) 242-2332,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,ihezuglnkx@umvn.uwn,,7.75,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/30/2018,3/30/2018,,NA,9-Jul,9-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
214,"Casillas, Justin",Justin Casillas,Ms. Justin Casillas,Casillas,Justin,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,2992987,"202 Harte Road Elkins Park, DE 19006",202 Harte Road,,,Elkins Park,DE,19006,NA,NA,NA,NA,(565) 555-5515 (Home)  (Work)  (Cell),(565) 555-5515,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,tpcu@mqspri.awb,,13.5,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3/2018,2/3/2018,,NA,7-May,7-May,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
215,"Nobrega, Kelsey",Kelsey Nobrega, Kelsey Nobrega,Nobrega,Kelsey,,,,Active,NA,NA,Individual,NA,NA,NA,20398,"310 Hamilton Circle Garnet Valley,  19054",310 Hamilton Circle,,,Garnet Valley,,19054,NA,NA,NA,NA,(144) 200-9101 (Home)  (Work)  (Cell),(144) 200-9101,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,vydilkn@oeguzbs.srh,,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/3/2018,3/3/2018,,NA,23-Jul,23-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
216,"Vazquez, Alec",Alec Vazquez, Alec Vazquez,Vazquez,Alec,,,,Active,NA,NA,Individual,NA,NA,NA,26095,"732 Cecil B. ,  ",732 Cecil B.,,,,,,NA,NA,NA,NA, (Home)  (Work) (312) 233-3222 (Cell),,,,,(312) 233-3222,,NA,NA,NA,NA,NA,NA,NA,dfmyc@cqdkei.jbk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/10/2017,10/10/2017,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
217,"Martinez, Melissa",Melissa Martinez,Ms. Melissa Martinez,Martinez,Melissa,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,3362213,"777 Webb St Warrington,  19020",777 Webb St,Unit 105,Apt 3,Warrington,,19020,NA,NA,NA,NA,(277) 271-2222 (Home)  (Work)  (Cell),(277) 271-2222,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,fupknbgdr@bxrl.jce,,37,0,0,0,2,0,2,0,9,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/28/2017,2/28/2017,,NA,2-Apr,2-Apr,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
218,"al-Mansoor, Angelito",Angelito al-Mansoor,Ms. Angelito al-Mansoor,al-Mansoor,Angelito,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,440403,"9991 S. 31th Street Warrington, CA 11566",9991 S. 31th Street,Apt 9099,,Warrington,CA,11566,NA,NA,NA,NA,(994) 930-5394 (Home)  (Work)  (Cell),(994) 930-5394,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,iwurxtlsdy@gelwsnm.cjm,,34,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/26/2017,10/26/2017,,NA,17-Oct,17-Oct,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
219,"Yu, Morgan",Morgan Yu, Morgan Yu,Yu,Morgan,,,,Active,NA,NA,Individual,NA,NA,NA,73845,"9444 s 22rd st ,  ",9444 s 22rd st,,,,,,NA,NA,NA,NA, (Home)  (Work)  (Cell),,,,,,,NA,NA,NA,NA,NA,NA,NA,z@rv.hbx,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/6/2017,10/6/2017,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
220,"Bradley, Julia",Julia Bradley,Ms. Julia Bradley,Bradley,Julia,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,4348615,"714 North  maple shade,  19106-4216",714 North ,,Egg Harbor Township,maple shade,,19106-4216,NA,NA,NA,NA,(405) 144-4555 (Home)  (Work) (708) 178-8888 (Cell),(405) 144-4555,Yes,,,(708) 178-8888,Yes,NA,NA,NA,NA,NA,NA,NA,pkvtqdehuj@aqwnvugfj.kys,,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/26/2018,4/26/2018,,NA,26-Nov,26-Nov,0,NA,,NA,NA,NA,NA,4/22/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
221,"Bencomo-Perez, Jordan",Jordan Bencomo-Perez,Ms. Jordan Bencomo-Perez,Bencomo-Perez,Jordan,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,549334,"683 Fitzwater st Ardmore,  19090",683 Fitzwater st,,,Ardmore,,19090,NA,NA,NA,NA,(552) 352-0525 (Home)  (Work) (163) 606-1360 (Cell),(552) 352-0525,Yes,,,(163) 606-1360,,NA,NA,NA,NA,NA,NA,NA,ikflsoygnz@ubnearv.zit,,155.5,0,0,0,0,0,0,0,64.75,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23/2015,2/23/2015,,NA,17-Apr,17-Apr,0,NA,,NA,NA,NA,NA,2/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
222,"Archuleta, Courtney",Courtney Archuleta,Mr. Courtney Archuleta,Archuleta,Courtney,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,134095,"1 Kater Street Flourtown, CA 19135-3715",1 Kater Street,,,Flourtown,CA,19135-3715,NA,NA,NA,NA,(486) 686-4084 (Home)  (Work)  (Cell),(486) 686-4084,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,sxjk@hdlr.lwy,,1635,0,0,0,0,0,0,0,234.75,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/11/2014,6/11/2014,,NA,2-Oct,2-Oct,0,NA,,NA,NA,NA,NA,6/5/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
223,"Tucker, Abdul Maalik",Abdul Maalik Tucker, Abdul Maalik Tucker,Tucker,Abdul Maalik,,,,Active,NA,NA,Individual,NA,NA,NA,434718,"1117 Almond Street Feasterville Trevose, PA 18914",1117 Almond Street,,,Feasterville Trevose,PA,18914,NA,NA,NA,NA,(133) 137-1393 (Home)  (Work)  (Cell),(133) 137-1393,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,ypkngleqd@dsykqlah.elo,,34.08333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/9/2014,10/9/2014,,NA,4-May,4-May,0,NA,,NA,NA,NA,NA,10/9/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
224,"Lee, Susana",Susana Lee, Susana Lee,Lee,Susana,,,,Active,NA,NA,Individual,NA,NA,NA,728845,"2521 Mansion Rd ,  ",2521 Mansion Rd,,,,,,NA,NA,NA,NA, (Home)  (Work) (371) 170-0714 (Cell),,,,,(371) 170-0714,,NA,NA,NA,NA,NA,NA,NA,igjtd@xym.tpi,,255.25,0,0,0,0,0,0,0,47.33333333,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2014,7/15/2014,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
225,"Curtis, Dustin",Dustin Curtis, Dustin Curtis,Curtis,Dustin,,,,Active,NA,NA,Individual,NA,NA,NA,2250233,"5151 Webb St levittown, UT 19031",5151 Webb St,Hill House 224,,levittown,UT,19031,NA,NA,NA,NA,(408) 113-1101 (Home)  (Work)  (Cell),(408) 113-1101,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,t@nvydgmj.haq,,91.5,0,0,0,2,0,2,0,29.5,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/22/2017,3/22/2017,,NA,24-Feb,24-Feb,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
226,"Esquibel, Madeeha",Madeeha Esquibel,Ms. Madeeha Esquibel,Esquibel,Madeeha,,Ms.,Ihaab,Active,NA,NA,Individual,NA,NA,NA,691057,"2028 Crispin St Ambler, NY 19136",2028 Crispin St,,,Ambler,NY,19136,NA,NA,NA,NA,(712) 121-0511 (Home) (112) 611-1202 (Work)  (Cell),(712) 121-0511,,(112) 611-1202,Yes,,,NA,NA,NA,NA,NA,NA,NA,iurcbevjp@rjeyi.bdk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/16/2017,11/16/2017,,NA,22-Apr,22-Apr,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
227,"Betz, Jamill",Jamill Betz, Jamill Betz,Betz,Jamill,,,,Active,NA,NA,Individual,NA,NA,NA,19853,"3533 N 32th Street Drexel Hill, CA 19046",3533 N 32th Street,Apt. 3W,,Drexel Hill,CA,19046,NA,NA,NA,NA,(313) 223-2021 (Home)  (Work)  (Cell),(313) 223-2021,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,crjfvwab@lzksnxwyb.qtm,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/13/2017,5/13/2017,,NA,26-Nov,26-Nov,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
228,"al-Irani, Kaeyla",Kaeyla al-Irani,Mr. Kaeyla al-Irani,al-Irani,Kaeyla,,Mr.,,Active,NA,NA,Individual,NA,NA,NA,544164,"224 Daly St Jenkintown, DE 19001",224 Daly St,,Warrington,Jenkintown,DE,19001,NA,NA,NA,NA,(331) 244-3031 (Home) (431) 111-4031 (Work)  (Cell),(331) 244-3031,Yes,(431) 111-4031,,,,NA,NA,NA,NA,NA,NA,NA,tzmpcdgn@hvqxdb.gma,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/21/2017,11/21/2017,,NA,13-Feb,13-Feb,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
229,"Morgan, Abbie",Abbie Morgan, Abbie Morgan,Morgan,Abbie,,,,Active,NA,NA,Individual,NA,NA,NA,252110,"7002 Frontenac Street Phialdelphia, NJ 19081",7002 Frontenac Street,,,Phialdelphia,NJ,19081,NA,NA,NA,NA, (Home)  (Work) (440) 444-6444 (Cell),,Yes,,,(440) 444-6444,,NA,NA,NA,NA,NA,NA,NA,r@byvhin.zpc,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/17/2012,10/17/2012,,NA,5-May,5-May,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
230,"al-Omer, Jessica",Jessica al-Omer,Ms. Jessica al-Omer,al-Omer,Jessica,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,695904,"7775 Fordham Road Phildelphia, NY 19004",7775 Fordham Road,,,Phildelphia,NY,19004,NA,NA,NA,NA,(407) 677-1640 (Home) (405) 744-4740 (Work)  (Cell),(407) 677-1640,Yes,(405) 744-4740,,,,NA,NA,NA,NA,NA,NA,NA,zjc@ezjrhcm.mkt,,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/23/2017,11/24/2017,,NA,13-Jan,13-Jan,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
231,"Thomas, Gilberto",Gilberto Thomas, Gilberto Thomas,Thomas,Gilberto,,,,Active,NA,NA,Individual,NA,NA,NA,6833210,"4440 borbeck ave Feasterville Trevose, CA 19134",4440 borbeck ave,,,Feasterville Trevose,CA,19134,NA,NA,NA,NA,(515) 144-4401 (Home) (777) 511-7707 (Work)  (Cell),(515) 144-4401,Yes,(777) 511-7707,Yes,,,NA,NA,NA,NA,NA,NA,NA,nphwiklts@qjxabcglk.tjb,,3.75,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/12/2018,2/12/2018,,NA,15-Sep,15-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
232,"Rogers, Christian",Christian Rogers,Ms. Christian Rogers,Rogers,Christian,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,409143,"4433 Spruce St. Glenside,  08002",4433 Spruce St.,,,Glenside,,8002,NA,NA,NA,NA,(122) 280-2181 (Home)  (Work)  (Cell),(122) 280-2181,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,qspya@ismlu.ksv,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/23/2016,6/23/2016,,NA,25-Sep,25-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
233,"el-Samad, Crissela",Crissela el-Samad,Ms. Crissela el-Samad,el-Samad,Crissela,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,6857212,"4214 Carmen Drive Ardmore, DE 19147-4202",4214 Carmen Drive,Room 702,,Ardmore,DE,19147-4202,NA,NA,NA,NA,(714) 171-4733 (Home)  (Work)  (Cell),(714) 171-4733,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,oszfaxci@dov.fra,,2.75,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/21/2018,1/21/2018,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
234,"Tobin, Jesse",Jesse Tobin,Ms. Jesse Tobin,Tobin,Jesse,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,213251,"6060 Bentwood Drive Springfield, NY 08109",6060 Bentwood Drive,Apt 303,,Springfield,NY,8109,NA,NA,NA,NA,(679) 699-7767 (Home)  (Work)  (Cell),(679) 699-7767,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,ap@vucrfb.pls,,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/9/2017,5/9/2017,,NA,17-Jun,17-Jun,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
235,"Vialpando, Brandon",Brandon Vialpando,Ms. Brandon Vialpando,Vialpando,Brandon,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,407271,"2210 Market Street GLENSIDE, WI 19143",2210 Market Street,,,GLENSIDE,WI,19143,NA,NA,NA,NA,(666) 620-6262 (Home)  (Work)  (Cell),(666) 620-6262,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,kghq@ymlsxq.ihx,,2.25,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/1/2016,9/1/2016,,NA,18-Mar,18-Mar,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
236,"Green, Alexus",Alexus Green,Ms. Alexus Green,Green,Alexus,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,6980227,"40 Watkins St PHILADELPHA, WI 19020-6449",40 Watkins St,APT 3,Upper Darby,PHILADELPHA,WI,19020-6449,NA,NA,NA,NA,(252) 385-5520 (Home)  (Work) (112) 272-2270 (Cell),(252) 385-5520,Yes,,,(112) 272-2270,Yes,NA,NA,NA,NA,NA,NA,NA,c@e.vrf,,11.5,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/14/2018,4/14/2018,,NA,17-Jan,17-Jan,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
237,"Pritchard Jr, Fabiola",Fabiola Pritchard Jr,Ms. Fabiola Pritchard Jr,Pritchard Jr,Fabiola,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,9877959,"6336 N 1nd St Drexel Hill, UT 08034",6336 N 1nd St,,,Drexel Hill,UT,8034,NA,NA,NA,NA,(141) 414-4541 (Home)  (Work)  (Cell),(141) 414-4541,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,grpndec@nkfpmr.dqt,,8.25,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/16/2018,3/16/2018,,NA,28-Sep,28-Sep,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
238,"Postma, Nuchi",Nuchi Postma,Ms. Nuchi Postma,Postma,Nuchi,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,876014,"2242 Seville St Philadelphie, NJ 19020-6449",2242 Seville St,,,Philadelphie,NJ,19020-6449,NA,NA,NA,NA,(645) 566-5665 (Home)  (Work)  (Cell),(645) 566-5665,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,bm@mntevzl.omf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/23/2017,8/23/2017,,NA,15-Jul,15-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
239,"Her, Samuel",Samuel Her, Samuel Her,Her,Samuel,,,,Active,NA,NA,Individual,NA,NA,NA,9290185,"201 Pebblehill Road Phila, NJ 19002",201 Pebblehill Road,,,Phila,NJ,19002,NA,NA,NA,NA,(444) 844-4408 (Home)  (Work)  (Cell),(444) 844-4408,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,tgxp@z.kyt,,300.4166667,0,1,0,0,0,1,0,55.5,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/7/2015,10/7/2015,,NA,11-Mar,11-Mar,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
240,"Bernstine, Jaxziah",Jaxziah Bernstine,Ms. Jaxziah Bernstine,Bernstine,Jaxziah,,Ms.,,Active,NA,NA,Individual,NA,NA,NA,575485,"1900 N 33 Fairless Hills, DE 19150",1900 N 33,104,,Fairless Hills,DE,19150,NA,NA,NA,NA,(606) 666-5616 (Home) (303) 373-3361 (Work)  (Cell),(606) 666-5616,Yes,(303) 373-3361,Yes,,,NA,NA,NA,NA,NA,NA,NA,tab@jlyace.eov,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2017,10/4/2017,,NA,24-Jul,24-Jul,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
241,"Thompson, Johnathan",Johnathan Thompson, Johnathan Thompson,Thompson,Johnathan,,,,Active,NA,NA,Individual,NA,NA,NA,7582871,"5555 Wissahickon Avenue Philadelphia, NY 19025",5555 Wissahickon Avenue,Suite 202,,Philadelphia,NY,19025,NA,NA,NA,NA,(545) 455-4555 (Home)  (Work) (135) 713-7515 (Cell),(545) 455-4555,Yes,,,(135) 713-7515,Yes,NA,NA,NA,NA,NA,NA,NA,jr@ucnxdzm.vsp,,12.25,0,0,0,1,0,1,0,12.25,0,0,0,1,0,1,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/19/2018,6/19/2018,,NA,2-Oct,2-Oct,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,0,NA
242,"el-Shaker, Erik",Erik el-Shaker, Erik el-Shaker,el-Shaker,Erik,,,,Active,NA,NA,Individual,NA,NA,NA,585397,"4800 Beacon Road ,  ",4800 Beacon Road,,,,,,NA,NA,NA,NA, (Home)  (Work)  (Cell),,,,,,,NA,NA,NA,NA,NA,NA,NA,in@wpzqdoget.ohj,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/2/2017,4/2/2017,,NA,,,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
243,"el-Bey, Cicero",Cicero el-Bey,Mrs. Cicero el-Bey,el-Bey,Cicero,,Mrs.,,Active,NA,NA,Individual,NA,NA,NA,2399210,"3110 Waverly St. Bryn Mawr, NJ 19111",3110 Waverly St.,Apt 333,,Bryn Mawr,NJ,19111,NA,NA,NA,NA,(323) 388-8082 (Home)  (Work)  (Cell),(323) 388-8082,Yes,,,,,NA,NA,NA,NA,NA,NA,NA,nxoye@kna.woq,,8.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/20/2018,2/20/2018,,NA,23-Aug,23-Aug,0,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,,Yes,NA,NA,NA,0,NA
