,Animal ID,ARN,Animal Name,Animal Type,Species,Primary Breed,Secondary Breed,Distinguishing Markings,Gender,Altered,Danger,Danger Reason,Date Of Birth,Age in Months Intake,Age Group,Intake Asilomar Status,Intake Condition,Intake Record Owner,Intake Date,Intake Type,Intake Subtype,Found Address,Found Zip Code,Reason,Intake SiteName,Jurisdiction In,Agency Name,Agency Member,Agency Member Phone,Agency Address,Intake Person ID,Intake Person ID Type,Intake Person  ,Admitter,Street Number,Street Name,Street Type,Street Direction,Street Direction2,Unit Number,City,Province,Postal Code,Admitter s Email,Admitter s Home Phone,Admitter s Cell Phone,Initial Stage,Initial Review Date,Age in Months Current,Microchip Issue Date,Microchip Provider,Microchip Number,Pet ID,Pet ID Type,Status,Stage,Location,Sublocation,Outcome Asilomar Status,Outcome Number,Released By,Date Created,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome SiteName,Jurisdiction Out,Outcome Reason,Outcome Person #,Outcome Person ID Type,Outcome Person  ,Outcome Person Name,Out Street Address,Out Street Name,Out Street Type,Out Street Direction,Out Street Direction2,Out Unit Number,Out City,Out Province,Out Postal Code,Out Email,Out Home Phone,Out Cell Phone,Outcome Agency Name,Agency Street Number,Agency Street Name,Agency Street Type,Agency Street Direction,Agency Street Direction 2,Agency Unit Number,Agency City,Agency Province,Agency Postal Code,Agency Email,Agency Home Phone,Agency Cell Number,,
259,A37877506,NA,Chase,Dog,Dog,"Schnauzer, Miniature",Mix,,M,Yes,No,NA,7/15/2009,103,6 to 10 years,Treatable-Rehabilitatable,Healthy,Payton Fernandez,2/19/2018 10:37,Owner/Guardian Surrender,ACCT Diversion,,19114,Too Much Responsibility,Grays Ferry Avenue,19114—Torresdale (South) NE,,,,,,,P29943347,Jennis Allen,1273,12th,,,,,PHILADELPHIA,PA,19096,,(662) 602-6262,,New Arrival,,103,2/20/2018 0:00,24PetWatch,444444000000000,NA,NA,H,Released,Released,NA,Treatable-Rehabilitatable,1546,,2/22/2018 16:30,2/21/2018 16:30,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
260,A38291003,NA,Dolly fka Fifi,Dog,Dog,Maltese,Mix,,F,Yes,No,NA,6/7/2010,94,4 to 6 years,Treatable-Rehabilitatable,Healthy,Sandra Perales-Longoria,4/12/2018 16:03,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,19131—Wynnefield/West Park,ACCT Philly,Frances Marsh,(323) 333-3300,111 W  Hunting Park Avenue  ,,,P06912955,,,,,,,,,,NA,,,,Evaluate,,103,4/13/2018 0:00,24PetWatch,535552000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,1794,"Dabney, Mikal",6/6/2018 14:58,6/6/2018 14:57,6/6/2018 14:57,Adoption,Foster Home,PAWS Foster Program,,,25002550,Driver License,P30659619,Christopher Ellerman,325,12th,Walk,,,,BRYN MAWR,PA,19114,p@jvirk.cpn,(515) 122-5111,,,,,,,NA,NA,,,NA,,NA,NA,,
261,A38937940,NA,Buddy fka Buttons,Dog,Dog,"Poodle, Miniature",Mix,,M,Yes,No,NA,6/19/2010,96,6 to 10 years,,Healthy,Zulfa al-Kader,6/23/2018 12:06,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Tai Wu,(363) 173-1700,111 W  Hunting Park Avenue  ,,,P05766300,Keaun Hasan,333,Gaul,,W ,,,PHILADELPHIA,PA,19122,,(126) 155-1500,,Evaluate,,103,6/23/2018 0:00,24PetWatch,883333000000000,NA,NA,I,Released,Released,NA,,3198,"Tuso, Alexander",8/18/2018 16:36,8/18/2018 16:35,8/18/2018 16:35,Adoption,Foster Home,PAC,,,DE,Driver License,P30941983,Charisha Holiday,782,Cabot,Drive,,,3rd Floor,PHILADELPHIA,PA,19090,onjkdrfuth@yqbdplz.njk,(302) 342-9922,,,,,,,NA,NA,,,NA,,NA,NA,,
262,A39123974,NA,Dilly,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/15/2010,100,6 to 10 years,,Sick,Grace Batchler,10/30/2018 14:09,Return,Returned Adoption,,19121,Not Enough Time,PAC,,,,,,145030343,Passport,P31307647,Wyatt Retana,6206,fitzwater,Place,N ,,6R,PHILADELPHIA,PA,19026,i@wdsbz.dpe,,(152) 120-5515,Available,,103,6/21/2018 0:00,24PetWatch,711517000000000,NA,NA,I,Released,Released,NA,,3148,"Vega, Abril",1/2/2019 15:44,1/2/2019 15:43,1/2/2019 15:43,Adoption,PAC,PAC,,,H3303004033303,Driver License,P32095840,Jamie Mitchell,5535,Carroll,Park,S ,,1,PHILADELPHIA,PA,19023,wro@amsdiqhtl.xyt,(404) 109-1145,,,,,,,NA,NA,,,NA,,NA,NA,,
263,A39123974,NA,Dilly,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/15/2010,96,6 to 10 years,,Sick,Briana Farris,7/14/2018 13:57,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,19140—Nicetown,ACCT Philly,Diamond Fennell Jr,(242) 188-1800,111 W  Hunting Park Avenue  ,,,P05766300,Morgan Gaiter,222,Callowhill,,W ,,,PHILADELPHIA,PA,NA,,(454) 214-2100,,New Arrival,,103,6/21/2018 0:00,24PetWatch,919199000000000,NA,NA,I,Released,Released,NA,,3157,"Carter, Danae",9/4/2018 17:01,9/4/2018 17:01,9/4/2018 17:01,Adoption,PAC,PAC,,,564080264,Passport,P31307647,Dayveon Friedman,3203,Park,Road,N ,,3734,PHILADELPHIA,PA,19468,whxfilgt@gzau.uik,,(457) 470-5484,,,,,,NA,NA,,,NA,,NA,NA,,
264,A39426964,NA,Harlie,Dog,Dog,Pomeranian,"Chihuahua, Long Coat",,F,Yes,No,NA,6/5/2010,98,6 to 10 years,,Healthy,Faseeha al-Huq,8/17/2018 11:32,Owner/Guardian Surrender,ACCT Diversion,,19106,Health of Owner / Family,Grays Ferry Avenue,19146—Schuylkill S,,,,,,,P31176432,Gareth Mangus,3301,9th,Parkway,N ,,,PHILADELPHIA,PA,19031,,(141) 311-3413,,Evaluate,,103,8/30/2018 0:00,24PetWatch,411112000000000,NA,NA,I,Released,Released,NA,,2575,"Phenna, Lucia",9/29/2018 16:08,9/29/2018 16:07,9/29/2018 16:07,Adoption,PAC,PAC,,,61118616,Driver License,P31478608,Arjelia Ortiz,4838,16th,Lane,,,,PHILADELPHIA,PA,19040,oymlwe@o.vsx,(666) 616-2661,,,,,,,NA,NA,,,NA,,NA,NA,,
265,A38395236,NA,Lulubell,Dog,Dog,Shih Tzu,Mix,,F,Yes,No,NA,4/25/2010,96,6 to 10 years,,Healthy,Ty Brink,4/25/2018 15:51,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Charleene Burciaga,(111) 121-1200,111 W  Hunting Park Avenue  ,,,P05766300,Teryk Frederick,555,Beacon,,W ,,,PHILADELPHIA,PA,19116,,(255) 332-3300,,New Arrival,,104,4/24/2018 0:00,24PetWatch,652001000000000,NA,NA,I,Released,Released,NA,,1375,"el-Zahra, Suhaad",5/8/2018 17:37,5/8/2018 17:36,5/8/2018 17:36,Adoption,Grant Avenue,Grant Avenue,,,24444440,Driver License,P30469274,Nikoma L'Hirondelle,23,Linwood,Trail,,,,NORTH WALES,PA,19473,hfpwdjzn@tpuif.muk,(929) 922-9242,,,,,,,NA,NA,,,NA,,NA,NA,,
266,A38577086,NA,Mabel fka Cletus,Cat,Cat,Domestic Longhair,Mix,,F,Yes,No,NA,5/16/2010,96,6 to 10 years,,Sick,Scott Santos Madayag,5/16/2018 13:06,Stray,Project Meow,Project MEOW,19143,,Grays Ferry Avenue,19143—Kingsessing SW,,,,,,,P28315862,Ashley Pacht,5800,Warrington,Trail,,,,PHILADELPHIA,PA,19154,,(744) 744-7771,,New Arrival,,104,5/16/2018 0:00,24PetWatch,211112000000000,NA,NA,I,Released,Released,NA,,3282,"Nordeck, Joseph",6/25/2018 16:57,6/25/2018 16:55,6/25/2018 16:55,Adoption,PAC,PAC,,,28828824,Driver License,P30803913,Riyaal el-Abdallah,4447,Memphis,Terrace,,,,PHILADELPHIA,PA,7003,uogzledp@ncr.jyn,(233) 230-2330,,,,,,,NA,NA,,,NA,,NA,NA,,
267,A38590917,NA,Calypso fka Butter Ball,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,5/9/2010,96,4 to 6 years,,Injured,Dalton Sandoval,5/17/2018 15:47,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Adnaan el-Gad,(157) 764-7600,111 W  Hunting Park Avenue  ,,,P05766300,Sireen al-Afzal,222,Earl,,W ,,,PHILADELPHIA,PA,19132,,(666) 162-1600,,New Arrival,,104,6/18/2018 0:00,24PetWatch,284142000000000,NA,NA,I,Released,Released,NA,,3284,"Casarez, Rocio",8/14/2018 16:25,8/14/2018 16:24,8/14/2018 16:24,Adoption,PAC,PAC,,,32034442,Driver License,P31158128,Regina Sallee,3403,Broadmoor,Plaza,,,504,PHILADELPHIA,PA,8043,qutezs@fkzbcm.pum,(244) 440-4434,,,,,,,NA,NA,,,NA,,NA,NA,,
268,A38637544,NA,Georgie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,5/9/2010,96,6 to 10 years,Treatable-Rehabilitatable,Sick,Shalin Pham,5/23/2018 9:31,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Jeovanni Johnson,(334) 334-3300,111 W  Hunting Park Avenue  ,,,P05766300,Natalie Perez-Flores,777,phillips,,W ,,,PHILADELPHIA,PA,19131,,(157) 885-8800,,New Arrival,,104,6/2/2018 0:00,24PetWatch,451415000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,3268,"Fazio, Vivian",8/5/2018 16:56,8/5/2018 16:55,8/5/2018 16:55,Adoption,PAC,PAC,,,,,P31092849,Nathaniel Ball,2011,Ridge,Alley,,,,PHILADELPHIA,PA,18914,jzmu@nj.enp,(111) 382-1028,,,,,,,NA,NA,,,NA,,NA,NA,,
269,A21934721,NA,Sox,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,4/14/2010,100,4 to 6 years,Healthy,Healthy,Francisco Castro,8/31/2018 17:18,Return,Returned Adoption,,19146,Not Housebroken / Housesoiling,PAC,,,,,,13010848,Driver License,P18993543,Jada Scott,140,Stoney,Road,S ,,,PHILADELPHIA,PA,19064,vcqnp@jxagid.rme,,(494) 994-9044,New Arrival,,105,2/22/2014 0:00,24PetWatch,484001000000000,NA,NA,I,Released,Released,NA,Healthy,3526,"Jay, Simone",9/22/2018 19:26,9/22/2018 19:25,9/22/2018 19:25,Adoption,PAC,PAC,,,161444444,Driver License,P31433534,Lerria Williams,2428,Tyrone,Alley,,,28,PHILADELPHIA,PA,8096,,,(806) 666-6268,,,,,,NA,NA,,,NA,,NA,NA,,
270,A21934725,NA,Turnip,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,4/6/2010,100,4 to 6 years,Healthy,Healthy,Usama Arguello,8/31/2018 17:18,Return,Returned Adoption,,19146,Not Housebroken / Housesoiling,PAC,,,,,,55050232,Driver License,P18993543,Mamoon al-Selim,140,College Hill,Alley,S ,,,PHILADELPHIA,PA,19134,rkcdg@gzobprn.dyo,,(444) 414-1044,New Arrival,,105,2/22/2014 0:00,24PetWatch,371000000000000,NA,NA,I,Released,Released,NA,Healthy,3527,"el-Nasir, Shaakira",9/22/2018 19:26,9/22/2018 19:25,9/22/2018 19:25,Adoption,PAC,PAC,,,223888222,Driver License,P31433534,Tam Moquino,4944,Township Line,Terrace,,,7rd Fl,PHILADELPHIA,PA,19142,,,(104) 444-4343,,,,,,NA,NA,,,NA,,NA,NA,,
271,A37623929,NA,Tiny Tilly,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,4/11/2010,93,6 months to 1 year,Healthy,Healthy,Alma Herrada,1/17/2018 1:14,Stray,Public Drop Off,4511 Regent St,19143,,PAWS Foster Program,West Philadelphia,,,,,,,P17439062,Claire Ilaoa,3453,Susquehanna,Drive,,,,PHILADELPHIA,PA,19138,bnlxpym@luvrqaywkn.rhx,(215) 422-0214,,Available,,105,1/31/2018 0:00,24PetWatch,144144000000000,NA,NA,I,Released,Released,NA,Healthy,705,"Seals Pompey, Alexis",6/5/2018 14:13,6/5/2018 14:12,6/5/2018 14:12,Adoption,Foster Home,PAWS Foster Program,,,,,P30651333,Shantia Duncan,211,58th,Highway,,,5K,PHILADELPHIA,PA,19342,ib@pbhsjgn.tpf,(733) 330-3033,,,,,,,NA,NA,,,NA,,NA,NA,,
272,A37899915,NA,Grandma Rosie,Dog,Dog,Pekingese,Mix,,F,Yes,No,NA,4/17/2010,94,6 to 10 years,,Healthy,Veleisha Bati,2/21/2018 16:58,Stray,Abandoned at Shelter,abandoned in parking lot of shelter,19106,,Grays Ferry Avenue,19140—Nicetown,,,,,,,P00000001,,,,,,,,,,NA,,,,Stray Hold,,105,2/21/2018 0:00,24PetWatch,452001000000000,NA,NA,I,Released,Released,NA,,2277,"Castro, Alexander",3/30/2018 17:35,3/30/2018 17:35,3/30/2018 17:35,Adoption,PAC,PAC,,,60640200,Driver License,P30214955,James Evans,5102,Ranstead st,Park,,,,BENSALEM,PA,19454,ykezig@y.tfb,,(517) 757-0111,,,,,,NA,NA,,,NA,,NA,NA,,
273,A38519744,NA,Herman,Dog,Dog,"Chihuahua, Short Coat",Mix,,M,Yes,No,NA,4/10/2010,96,10 or more years,,Healthy,Aseela el-Radi,5/9/2018 17:07,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Daniel Talain,(717) 777-7700,111 W  Hunting Park Avenue  ,,,P05766300,"Mu,Aawiya al-Akbari",444,Belgrade,,W ,,,PHILADELPHIA,PA,19114,,(253) 522-5200,,Evaluate,,105,5/10/2018 0:00,24PetWatch,323332000000000,NA,NA,I,Released,Released,NA,,3299,"Palmier, Kevin",8/18/2018 14:49,8/18/2018 14:48,8/18/2018 14:48,Adoption,PAC,PAC,,,28218152,Driver License,P31191057,Nathan Johnson,2330,Red Lion,Road,,,,PHILADELPHIA,PA,8022,gjzn@ybplgjv.luv,(225) 224-0702,,,,,,,NA,NA,,,NA,,NA,NA,,
274,A37936372,NA,Gentleman Aldous Anastasio,Cat,Cat,Bengal,Mix,,M,Yes,No,NA,2/27/2010,95,4 to 6 years,Healthy,Healthy,Jacob Reeves,2/26/2018 21:02,Stray,Project Meow,4809 Springfield Ave,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Yoosuf al-Matar,5555,Cabot,Alley,,,,PHILADELPHIA,PA,19111,gqm@dvotmhs.fyq,(552) 555-0335,,Available,,106,2/27/2018 0:00,24PetWatch,161000000000000,NA,NA,I,Released,Released,NA,Healthy,3035,"Aragon, Grady",3/14/2018 16:59,3/14/2018 16:58,3/14/2018 16:58,Adoption,PAC,PAWS Offsite Adoptions,,,30176301,Driver License,P30107509,Sebastian Garcia,332,Upsal,Court,,,Apt 3731,PHILADELPHIA,PA,19025,nkja@brdua.jih,(710) 771-1777,,,,,,,NA,NA,,,NA,,NA,NA,,
275,A38024599,NA,Eleanor Rigby,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,3/9/2010,96,6 to 10 years,,Healthy,Austin Gillham,3/9/2018 13:30,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,New Jersey,Cumberland County SPCA,Tyler Doven,(515) 593-3100,1244 N  Delsea Drive  ,,,P28349659,Nico Miller,,,,,,,,,NA,qiymgcwrnp@tkemqp.lxj,,,New Arrival,,106,3/12/2018 0:00,24PetWatch,422122000000000,NA,NA,I,Released,Released,NA,,3018,"Cunningham, Patrick",5/9/2018 14:08,5/9/2018 14:08,5/9/2018 14:08,Adoption,Foster Home,PAWS Offsite Adoptions,,,17271171,Driver License,P30473524,Abdul Hai el-Rizk,114,27th,Avenue,S ,,#117,CLIFTON HEIGHTS,PA,19403,ojtarnw@jfecnzvlip.ozy,(660) 666-6666,,,,,,,NA,NA,,,NA,,NA,NA,,
276,A38070477,NA,Staples,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,3/4/2010,96,2 to 4 years,Treatable-Rehabilitatable,Healthy,Alberto Flores,3/15/2018 14:32,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Lane Hau,(635) 101-1500,125  County House Road  ,,,P24537561,Christopher Santopietro,,,,,,,,,NA,rpvezfgxc@kabxuji.vsx,,,New Arrival,,106,4/4/2018 0:00,24PetWatch,772001000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,1448,"Park, Kevin",5/5/2018 14:13,5/5/2018 14:12,5/5/2018 14:12,Adoption,Grant Avenue,Grant Avenue,,,11012810,Driver License,P30448472,Shameema al-Bashara,9949,Dudley,Park,,,,PHILADELPHIA,PA,19120,hwkb@npyqmrsh.ftl,(241) 401-2622,(691) 616-6901,,,,,,NA,NA,,,NA,,NA,NA,,
277,A38091417,NA,Lexi,Dog,Dog,Shih Tzu,Mix,,F,Yes,No,NA,3/17/2010,96,6 to 10 years,Unassigned,Sick,David Martinez,3/18/2018 17:02,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Gonzalo Montoya,(121) 121-1200,111 W  Hunting Park Avenue  ,,,P05766300,Ana Cristina Fierro,444,Quincy,,W ,,,PHILADELPHIA,PA,19121,,(555) 535-5300,,New Arrival,,106,3/20/2018 0:00,24PetWatch,988001000000000,NA,NA,I,Released,Released,NA,Treatable-Manageable,1446,"Ansted, Darshae",4/24/2018 16:09,4/24/2018 16:08,4/24/2018 16:08,Adoption,Grant Avenue,Grant Avenue,,,13312332,Driver License,P30375233,Cameron Clark,77,Market,Crossing,,,,DOYLESTOWN,PA,11693,pa@nlfdgchvoj.ipd,(704) 434-4734,,,,,,,NA,NA,,,NA,,NA,NA,,
278,A12315190,NA,Franklin fka Mojo,Dog,Dog,Bichon Frise,Mix,,M,Yes,No,NA,2/6/2010,100,6 to 10 years,Treatable-Rehabilitatable,Sick,Brittany Phillips,6/17/2018 16:40,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Christian Kerstiens,(333) 773-7700,111 W  Hunting Park Avenue  ,,,P05766300,Domenic Dinh,111,Magnolia,,W ,,,PHILADELPHIA,PA,19146,,(632) 613-6100,,New Arrival,,107,9/25/2016 0:00,24PetWatch,0A133E3A53,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,288,"Roy, Nahoa Olelo",7/7/2018 12:49,7/7/2018 12:49,7/7/2018 12:49,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,,,22442423,Driver License,P30885008,Alexa Martinez,3364,Willow Grove,,,,101,PHILADELPHIA,PA,18947,kxgl@vbzql.awy,,(661) 136-0130,,,,,,NA,NA,,,NA,,NA,NA,,
279,A37817371,NA,Wishbone,Dog,Dog,"Poodle, Miniature",Mix,,M,Yes,No,NA,2/1/2010,96,6 to 10 years,Unassigned,Healthy,Dominique Villa,2/10/2018 12:26,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Awda el-Wakim,(373) 372-3700,111 W  Hunting Park Avenue  ,,,P05766300,Pamela Urzua Herrera,888,River,,W ,,,PHILADELPHIA,PA,8103,,(322) 333-3300,,Evaluate,,107,2/1/2018 0:00,AVID,82888118,NA,NA,I,Released,Released,NA,Unassigned,1897,"Thulson, Basilio",3/8/2018 14:56,3/8/2018 14:55,3/8/2018 14:55,Adoption,Foster Home,PAWS Foster Program,,,88181388,Driver License,P30066222,Maricruz Sanchez,400,Moore,Terrace,S ,,E-4,PHILADELPHIA,PA,19137,xg@rveqjsi.jct,,(438) 848-3404,,,,,,NA,NA,,,NA,,NA,NA,,
280,A37847910,NA,Brad,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,2/14/2010,96,6 to 10 years,,Healthy,T'Keyah Wise,2/14/2018 15:29,Owner/Guardian Surrender,In Person Surrender to Shelter,,19115,Death of Owner / Family,Grant Avenue,,,,,,15115164,Driver License,P29898375,Jacob Koontz,5525,Castor,Court,,,,PHILADELPHIA,PA,19102,,(111) 615-2612,,New Arrival,,107,2/14/2018 0:00,24PetWatch,666363000000000,NA,NA,I,Released,Released,NA,,1515,"Salazar, Brenden",3/4/2018 15:07,3/4/2018 15:06,3/4/2018 15:06,Adoption,Grant Avenue,Grant Avenue,,,49940294,Driver License,P30037233,Carlee Martinez,3333,Jackson,Trail,,,M818,PHILADELPHIA,PA,8003,hjl@zhn.bsa,(484) 888-4088,,,,,,,NA,NA,,,NA,,NA,NA,,
281,A37547438,NA,Odie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,1/6/2010,96,6 to 10 years,,Healthy,Anchal Daugherty,1/6/2018 15:15,Owner/Guardian Surrender,In Person Surrender to Shelter,,19106,Death of Owner / Family,Grays Ferry Avenue,,,,,,,,P29643598,Amber Curry,,,,,,,,,NA,,,,New Arrival,,108,1/7/2018 0:00,24PetWatch,261112000000000,NA,NA,I,Released,Released,NA,,158,"Rodriguez, Gavin",1/13/2018 13:52,1/13/2018 13:51,1/13/2018 13:51,Adoption,PAC,PAWS Offsite Adoptions,,,33344073,Driver License,P29692632,Caleb Hicks,6006,Selmer,Plaza,N ,,4,PHILADELPHIA,PA,19808,ojknibh@jmxl.wyr,(111) 211-2226,,,,,,,NA,NA,,,NA,,NA,NA,,
282,A37720394,NA,Sharmaine,Dog,Dog,"Spaniel, American Cocker",Mix,,F,Yes,No,NA,1/18/2010,96,6 to 10 years,Healthy,Healthy,San Juana Rodriquez,1/29/2018 14:57,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,19144—Germantown,ACCT Philly,Samantha Thai,(287) 827-7800,111 W  Hunting Park Avenue  ,,,P06912955,,,,,,,,,,NA,,,,New Arrival,,108,1/17/2018 0:00,Home Again,6661111C66,NA,NA,I,Released,Released,NA,Healthy,1531,"Nguyen, Mezhgan",2/8/2018 12:31,2/8/2018 12:29,2/8/2018 12:29,Adoption,Grant Avenue,Grant Avenue,,,22141226,Driver License,P29869755,Thomas Simon,333,Tilton,Road,,,,MIDDLETOWN,PA,19333,h@s.evm,(353) 152-1131,,,,,,,NA,NA,,,NA,,NA,NA,,
283,A10539838,NA,Mikey FKA Bob Barker,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,12/23/2009,103,12 weeks to 6 months,Healthy,Healthy,Kyle Hood,8/7/2018 16:28,Return,Returned Adoption,,19152,Death of Owner / Family,PAWS Foster Program,19152—Rhawnhurst NE,,,,,55855550,Driver License,P08663512,Alex Garcia,5777,Harding,Walk,,,,PHILADELPHIA,PA,19130,,(599) 259-5292,,New Arrival,,109,,24PetWatch,0A115E2724,NA,NA,I,Released,Released,NA,Healthy,566,"Mcginnis, Joshua",8/7/2018 16:35,8/7/2018 16:33,8/7/2018 16:33,Adoption,Foster Home,PAWS Foster Program,,,,,P31106383,Victor Alvarez,8881,Endicott,Terrace,,,,PHILADELPHIA,PA,6830,,,,,,,,,NA,NA,,,NA,,NA,NA,,
284,A37311562,NA,Claus,Dog,Dog,Shih Tzu,Mix,,M,Yes,No,NA,12/9/2009,95,6 to 10 years,Treatable-Rehabilitatable,Healthy,Adoniram Cline,12/4/2017 16:50,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Jasmine Gooden,(144) 212-2100,111 W  Hunting Park Avenue  ,,,P06912955,,,,,,,,,,NA,,,,Evaluate,,109,12/9/2017 0:00,24PetWatch,441212000000000,NA,NA,I,Released,Released,NA,Healthy,244,"Asamoah, Tyler",12/11/2017 17:41,12/11/2017 17:41,12/11/2017 17:41,Adoption,PAC,PAWS Offsite Adoptions,,,23340233,Driver License,P29455716,Christopher Le,3202,Florence,Plaza,,,664,PHILADELPHIA,PA,8527,jio@qfj.vnz,(233) 333-3233,,,,,,,NA,NA,,,NA,,NA,NA,,
285,A37414274,NA,Blanket,Dog,Dog,Terrier,Mix,,M,Yes,No,NA,12/14/2009,96,6 to 10 years,Healthy,Healthy,Joshua Rusher,12/17/2017 16:31,Transfer In,Partner Transfer In,,19106,Rescue,Grays Ferry Avenue,,ACCT Philly,Javier Vazquez Marquez,(222) 124-4100,111 W  Hunting Park Avenue  ,,,P06912955,,,,,,,,,,NA,,,,Evaluate,,109,12/27/2017 0:00,24PetWatch,722223000000000,NA,NA,I,Released,Released,NA,Healthy,3613,"Burcher, Gericko",12/27/2017 11:41,12/27/2017 11:40,12/27/2017 11:40,Return to Owner/Guardian,Stray Reclaim,Grays Ferry Avenue,Southwest Philadelphia,,12232122,Driver License,P29569451,Jodie Huerta,671,Albion,Square,,,,PHILADELPHIA,PA,19148,,(254) 228-1228,,,,,,,NA,NA,,,NA,,NA,NA,,
286,A37518619,NA,Jigglypuff,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,12/16/2009,96,6 to 10 years,Treatable-Rehabilitatable,Healthy,Jason Manivanh,1/3/2018 12:37,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,,Camden County Animal Shelter,Huong Vo,(444) 303-3300,125  County House Road  ,,,P24537561,Jameel al-Haidar,,,,,,,,,NA,hy@glky.xdl,,,New Arrival,,109,1/3/2018 0:00,24PetWatch,874446000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,160,"Viano, Christopher",1/7/2018 16:29,1/7/2018 16:28,1/7/2018 16:28,Adoption,PAC,PAWS Offsite Adoptions,,,31101600,Driver License,P29650073,Evelyn Trujillo,777,St. Vincent,Highway,W ,,,PHILADELPHIA,PA,19057,lvwktg@razw.iaf,,(153) 212-1110,,,,,,NA,NA,,,NA,,NA,NA,,
287,A38781787,NA,Ophelia,Cat,Cat,Domestic Shorthair,Mix,,F,No,No,NA,5/17/2009,108,6 to 10 years,Healthy,Sick,Jacob Ordunez,6/7/2018 16:02,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Rafeeqa al-Jamil,(131) 365-3600,111 W  Hunting Park Avenue  ,,,P05766300,Fawzaana al-Aslam,555,Hartel,,W ,,,PHILADELPHIA,PA,19002,,(188) 888-8800,,New Arrival,,109,,,,NA,NA,H,Released,Released,NA,Healthy,1561,,6/26/2018 10:56,6/26/2018 10:56,,Euthanasia,35 Non Treatable Medical,Grays Ferry Avenue,,,,,,,,,,,,,,,NA,,,,,,,,,NA,NA,,,NA,,NA,NA,,
288,A40260859,NA,Minerva fka Pooh,Dog,Dog,"Poodle, Miniature",Mix,,F,Yes,No,NA,11/26/2009,108,4 to 6 years,,Healthy,Rachel Blackburn,11/28/2018 16:02,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Blake Allmon,(214) 474-4700,111 W  Hunting Park Avenue  ,,,P05766300,Jaad el-Hadi,333,Hastings,,W ,,,PHILADELPHIA,PA,19027,,(966) 169-1600,,Evaluate,,109,11/28/2018 0:00,24PetWatch,111116000000000,NA,NA,I,Released,Released,NA,,293,"Ngo, Ronin",12/21/2018 14:03,12/21/2018 14:02,12/21/2018 14:02,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,,,65464555,Driver License,P32031084,Saahira al-Asmar,444,Levering,Avenue,,,1802,FOLSOM,PA,19801,pea@bulx.ths,,(384) 840-3884,,,,,,NA,NA,,,NA,,NA,NA,,
